Identidade da viagem,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Captain's name
46428,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1692,,
47398,S Nicolão e S Pedro,Lisbon,Sao Tome,"Bahia, port unspecified",1692,,
47449,Princesa do Céu,Lisbon,Sao Tome,"Bahia, port unspecified",1692,,
47475,S Jorge,Lisbon,Costa da Mina,"Bahia, port unspecified",1692,,"Pimenta, Sebastião Correa"
50035, ,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1692,,"Vieira, Francisco Álvares"
50036,NS da Conceição e S Francisco Xavier,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1692,,"Matos, Pedro de"
48983,Jesus Maria José,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1692,,"Fonseca, João Pereira da"
48984,NS da Ajuda e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1692,,"Martins, Sebastião"
48985,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1692,,"Barros, Pascoal de Freitas"
48986,NS da Conceição e S Francisco Xavier,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1692,,"Souza, Antônio Fernandes de"
48987,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1692,,"Marralheiro, Jerônimo Fernandes"
48988,NS da Guia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1692,,"Cabral, Francisco Teixeira"
48989,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1692,,"Araújo, Gaspar Barbosa de"
48990,Sacramento e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1692,,"Pintado, Domingos de Souza"
47456,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1693,,"Marralheiro, Jerônimo Fernandes"
50037,NS das Neves e S Catarina,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1693,,"Andrade, Antônio de"
50038,NS dos Prazeres e S João Batista,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1693,,"Costa, Domingos da"
50039,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1693,,"Sá, Carlos Moreira de"
50040,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1693,,"Barros, Pascoal de Freitas"
50042,NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1693,,"Dormondo, Brás Pereira"
50043,NS da Ajuda e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1693,,"Boavista, Manoel Alves"
48991,NS do Amparo e S Francisco Xavier,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1693,,"Magalhães, Frutuoso de"
40836,S Antonio de Padua e S Francisco,Lisbon,Cape Verde Islands,Paraiba,1694,,"Lopes, José"
47388, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1694,,
47389, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1694,,
47390,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1694,,"Mexias, Bartolomeu"
47391,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1694,,"Dias, Antônio"
47392,NS de _ e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1694,,Fernandes
47393,NS da Penha da França,Lisbon,Cape Verde Islands,Paraiba,1694,,"Delgado, Antônio Dias"
50044,Espírito Santo e NS da Conceição,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1694,,"Cruz, João Pinheiro da"
50045,S Catarina e NS das Neves,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1694,,"Teles, Francisco"
50046,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1694,,"Marralheiro, Jerônimo Fernandes"
50048,Jesus Maria José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1694,,"Fonseca, João Pereira da"
50049, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,
50050,S Cristo NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,"Gomes, Sebastião"
50051,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,"Guerreiro, Francisco de Frias"
50052,NS da Conceição e Prazeres,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,"Silva, Francisco da Cunha"
50053,Bom Jesus e S Antônio,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1695,,"Pinto, Miguel de Souza"
50054,NS da Conceição e Santíssimo Sacramento,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,"Lisboa, Manoel Gonçalves"
50055,NS de Nazaré e S Luzia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,"Coelho, André Vaz"
50056,NS da Penha da França e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,"Peixoto, Manoel da Rocha"
50057,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,"Gomes, Estácio"
50058,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,"Sampaio, Lourenço Teixeira de"
50059,NS da Ajuda e Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,"Pereira, Constantino de Azevedo"
50060, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,
50061,NS da Ajuda S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,"Oliveira, Manoel Fernandes de"
50062,NS da Conceição e S Antônio,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1695,,"Mendonça, Francisco de"
50063,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1695,,"Mexias, Bartolomeu"
50064,NS do Monserrat e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Viana, Gonçalo Rodrigues"
50065,Santíssimo Sacramento e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Quaresma, Domingos Vaz"
50066,S Cristo NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Gomes, Sebastião"
50067,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Ribeiro, Ambrósio"
50068,NS da Conceição e NS dos Prazeres,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Silva, Francisco da Cunha"
50069,NS do Rosario e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Guerreiro, Francisco de Frias"
50070,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Valadares, Carlos Correa"
50071,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Afonso, Domingos"
50072,Jesus Maria José e Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Torreão, Antônio Lopes"
50073,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Sampaio, Lourenço Teixeira de"
50074,S José e S Boaventura,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Couto, Pascoal Fernandes"
50075,NS do Monte do Carmo e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Boavista, Manoel Álvares"
50076,Santíssimo Sacramento e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Lisboa, Manoel Gonçalves"
50077,NS da Conceição e S Gonçalo,"Bahia, port unspecified",Elmina,"Bahia, port unspecified",1696,,"Neves, Domingos das<br/> Coop, Arnaldo"
50078,NS da Conceição e S Francisco Xavier,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Sá, Antônio Barbosa de"
50079,NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Pimenta, Bento dos Banhos"
50080,NS da Ajuda e Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Azevedo, Constantino de<br/> Dantas, Valentim Brito"
50081,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Abreu, Manoel Gomes de"
50082,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Mexias, Bartolomeu"
48909, ,"Bahia, port unspecified","West Central Africa and St. Helena, port unspecified","Bahia, port unspecified",1696,,"Almeida, Manoel Antunes de"
48948,NS da Boa Hora e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Carvalho, Domingos Luís de"
48996,NS da Boa Hora e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1696,,"Francisco, Miguel"
21388,Eagle,London,Bonny,"Pernambuco, port unspecified",1697,,"Lynne, Thomas<br/> Hyett, Thomas"
47387,Jesus Maria José e Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Valença, Manoel Leal de"
49283, ,"Pernambuco, port unspecified",Loango,"Pernambuco, port unspecified",1697,,"Tibao, Antônio"
49284,Falcão,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1697,,
49285,S Lourenço,"Pernambuco, port unspecified",Loango,"Pernambuco, port unspecified",1697,,"Vaz, Manoel Franco"
49286,Sol Dourado,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1697,,
49829, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1697,,
50083,NS da Conceição e NS dos Prazeres,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Silva, Francisco da Cunha"
50084,NS do Monserrat e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Viana, Gonçalo Rodrigues"
50085,NS do Rosario e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Porto, João André"
50086,NS da Conceição e S Antônio,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1697,,"Mendes, Francisco"
50088,S Cristo NS da Conceição e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Santos, Manoel Dias dos"
50090,NS da Ajuda S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Costa, Cosme da"
50091,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Letria, Francisco de"
50092,NS do Monte do Carmo e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Visa, Sebastião Gomes de"
50093,NS da Conceição e Bonsucesso,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Dias, Francisco"
50094,Santíssimo Sacramento e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Domingues, Manoel"
50095,S José e S Boaventura,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Abreu, Manoel Gomes de"
50096,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Pina, Simão"
50097,NS da Piedade,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1697,,"Lua, Bartolomeu Nunes da"
50098,NS da Guia S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Martins, Francisco"
50099,NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Leão, Manoel da Silva"
50100,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Monteiro, Manoel Luís"
50101,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Lima, José Luís"
48949,Sacramento e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Cruz, João Pinheiro da"
48950,S Cristo e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Cardoso, Domingos"
48951,NS da Conceição e NS dos Prazeres,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Gomes, Julião"
48954,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Garcia, Francisco"
48955,NS de Nazaré e S Luzia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Alexandre, Francisco"
48956,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1697,,"Mesquita, João Dias de"
48958,NS da Conceição,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1697,,"Raposo, João Dias"
48959,NS da Boa Hora e S João Batista,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Guerreiro, Francisco de Frias"
48960,NS da Ajuda e Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1697,,"Cunha, Manoel da"
40799, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,"Vicente, Francisco"
47347, ,"Pernambuco, port unspecified",Loango,"Pernambuco, port unspecified",1698,,
47348, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,
47359, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,"Vaz, Manoel Franco"
47556,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Silva, Francisco da Cunha"
47559,Taquiriçá,"Pernambuco, port unspecified",Luanda,Paraiba,1698,,
49287, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,"Carvalho, José"
49288, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,"Freire, Luís"
49289,S Lourenço e S Domingos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,"Queiróz, Antônio de"
49290, ,"Pernambuco, port unspecified",Cabinda,"Pernambuco, port unspecified",1698,,"Marinho, Anônio de Aguiar"
49292, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,"Pereira, João Alves"
49294, ,Rio de Janeiro,Luanda,"Bahia, port unspecified",1698,,"Silva, José da"
49295, ,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,
49297,NS da Conceição e Remédios,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,338,"Oliveira, Antônio Coelho de"
49298,NS do Carmo,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,"Rodrigues, Aurélio"
49299,NS do Livramento,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,"Pena, Ambrósio da"
49300,NS dos Mártires,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,
49301,S Antônio de Portugal,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,"Lopes, Vicente Gomes"
49302,S José e Sol Dourado,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,"Rosa, Antônio Gonçalves"
49303,S Lourenço e S Domingos,"Pernambuco, port unspecified",Loango,"Pernambuco, port unspecified",1698,,"Silva, Manoel Lopes da"
49905,Almirante S Antônio de Portugal,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1698,,
50089,Jesus Maria José e Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Batista, Francisco"
50103, ,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1698,,
50104, ,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1698,,
50105, ,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1698,,
50106, ,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1698,,
50107,NS do Monte do Carmo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,"Almeida, Cristóvão de"
50108,Santissimo Sacramento e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Siqueira, João de"
50109,S José e S Boaventura,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Abreu, Manoel Gomes de"
50110,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Pereira, Constantino de Azevedo"
50111,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Silva, Manoel da Costa da"
50112,S Cristo e NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Cardoso, Domingos"
50113,S José de Ribamar,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Pires, Manoel"
50114,NS da Conceição e NS dos Prazeres,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1698,,"Reis, Antônio Neto dos"
50116,S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Almeida, José Francisco de"
50117,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1698,,"Pereira, João"
50118,NS do Pilar e S Félix,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1698,,"Ponte, João de Souza da"
50119,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Carvalho, Manoel"
50121,NS da Luz e S Luzia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Peixoto, Manoel da Rocha"
50122,NS da Conceição e S Gonçalo,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1698,,"Geral, Domingos das Neves"
50123,Jesus Maria José e Santana,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Moreira, Manoel Luís"
50124,NS do Monserrat e S Antônio,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Costa, Belchior da"
50125,S Antônio e S Luís,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,"Cruz, Antônio Álvares da"
50126,NS da Ajuda e Conceição,"Bahia, port unspecified",Calabar,"Bahia, port unspecified",1698,,"Ribeiro, Ambrósio"
50127, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1698,,
41251,NS da Conceição S Antônio e Almas,"Pernambuco, port unspecified",Cape Verde Islands,"Pernambuco, port unspecified",1698,,"Mendonça, Manoel de Sampaio de"
